business_code,biz_large_codes,biz_large_names,biz_middle_codes,biz_middle_names,biz_small_codes,biz_small_names,biz_sub_codes,biz_sub_names,biz_detail_names,linked_ksic_codes,linked_ksic_names,main_ksic_codes,main_ksic_names,main_relation_values,detail_descriptions,source_row_count,embedding_text
523114,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5231,"의약품, 의료용 기구, 화장품 및 방향제 소매업",의약품 및 의료용품 소매업,47811,의약품 및 의료용품 소매업,,,,한약소매 등,1,"업종코드: 523114
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 상품 전문 소매업
업종 세분류: 의약품, 의료용 기구, 화장품 및 방향제 소매업
업종 세세분류 및 활동명: 의약품 및 의료용품 소매업
연계 KSIC 11차 코드: 47811
연계 KSIC 11차 분류명: 의약품 및 의료용품 소매업
세부설명: 한약소매 등"
523116,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5231,"의약품, 의료용 기구, 화장품 및 방향제 소매업",의약품 및 의료용품 소매업,47811,의약품 및 의료용품 소매업,47811,의약품 및 의료용품 소매업,2,의료용품,1,"업종코드: 523116
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 상품 전문 소매업
업종 세분류: 의약품, 의료용 기구, 화장품 및 방향제 소매업
업종 세세분류 및 활동명: 의약품 및 의료용품 소매업
연계 KSIC 11차 코드: 47811
연계 KSIC 11차 분류명: 의약품 및 의료용품 소매업
주요 연계 KSIC 코드: 47811
주요 연계 KSIC 분류명: 의약품 및 의료용품 소매업
세부설명: 의료용품"
523120,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5231,"의약품, 의료용 기구, 화장품 및 방향제 소매업",의료용 기구 소매업,47812,의료용 기구 소매업,,,,,1,"업종코드: 523120
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 상품 전문 소매업
업종 세분류: 의약품, 의료용 기구, 화장품 및 방향제 소매업
업종 세세분류 및 활동명: 의료용 기구 소매업
연계 KSIC 11차 코드: 47812
연계 KSIC 11차 분류명: 의료용 기구 소매업"
523131,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5231,"의약품, 의료용 기구, 화장품 및 방향제 소매업","화장품, 비누 및 방향제 소매업",47813,"화장품, 비누 및 방향제 소매업",,,,,1,"업종코드: 523131
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 상품 전문 소매업
업종 세분류: 의약품, 의료용 기구, 화장품 및 방향제 소매업
업종 세세분류 및 활동명: 화장품, 비누 및 방향제 소매업
연계 KSIC 11차 코드: 47813
연계 KSIC 11차 분류명: 화장품, 비누 및 방향제 소매업"
523132,G,도매 및 소매업,52,소매업; 자동차 제외,523,무점포 소매업,5231,기타 무점포 소매업,방문 판매업,47993,방문 판매업,47993,방문 판매업,2,자기명의의 화장품 외판원,1,"업종코드: 523132
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 무점포 소매업
업종 세분류: 기타 무점포 소매업
업종 세세분류 및 활동명: 방문 판매업
연계 KSIC 11차 코드: 47993
연계 KSIC 11차 분류명: 방문 판매업
주요 연계 KSIC 코드: 47993
주요 연계 KSIC 분류명: 방문 판매업
세부설명: 자기명의의 화장품 외판원"
523211,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,"섬유, 직물 및 의복 액세서리 소매업","섬유 원단, 실 및 기타 섬유제품 소매업",47429,"섬유 원단, 실 및 기타 섬유제품 소매업",,,,한복지,1,"업종코드: 523211
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 섬유, 직물 및 의복 액세서리 소매업
업종 세세분류 및 활동명: 섬유 원단, 실 및 기타 섬유제품 소매업
연계 KSIC 11차 코드: 47429
연계 KSIC 11차 분류명: 섬유 원단, 실 및 기타 섬유제품 소매업
세부설명: 한복지"
523214,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,"섬유, 직물 및 의복 액세서리 소매업","섬유 원단, 실 및 기타 섬유제품 소매업",47429,"섬유 원단, 실 및 기타 섬유제품 소매업",47429,"섬유 원단, 실 및 기타 섬유제품 소매업",1,,1,"업종코드: 523214
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 섬유, 직물 및 의복 액세서리 소매업
업종 세세분류 및 활동명: 섬유 원단, 실 및 기타 섬유제품 소매업
연계 KSIC 11차 코드: 47429
연계 KSIC 11차 분류명: 섬유 원단, 실 및 기타 섬유제품 소매업
주요 연계 KSIC 코드: 47429
주요 연계 KSIC 분류명: 섬유 원단, 실 및 기타 섬유제품 소매업"
523221,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,의복 소매업,속옷 및 잠옷 소매업,47413,속옷 및 잠옷 소매업,,,,,1,"업종코드: 523221
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 의복 소매업
업종 세세분류 및 활동명: 속옷 및 잠옷 소매업
연계 KSIC 11차 코드: 47413
연계 KSIC 11차 분류명: 속옷 및 잠옷 소매업"
523223,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,의복 소매업,유아용 의류 소매업,47417,유아용 의류 소매업,,,,,1,"업종코드: 523223
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 의복 소매업
업종 세세분류 및 활동명: 유아용 의류 소매업
연계 KSIC 11차 코드: 47417
연계 KSIC 11차 분류명: 유아용 의류 소매업"
523231,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,의복 소매업,셔츠 및 블라우스 소매업,47414,셔츠 및 블라우스 소매업,,,,,1,"업종코드: 523231
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 의복 소매업
업종 세세분류 및 활동명: 셔츠 및 블라우스 소매업
연계 KSIC 11차 코드: 47414
연계 KSIC 11차 분류명: 셔츠 및 블라우스 소매업"
523233,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,의복 소매업,남자용 겉옷 소매업,47411,남자용 겉옷 소매업,,,,,1,"업종코드: 523233
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 의복 소매업
업종 세세분류 및 활동명: 남자용 겉옷 소매업
연계 KSIC 11차 코드: 47411
연계 KSIC 11차 분류명: 남자용 겉옷 소매업"
523234,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,의복 소매업,여자용 겉옷 소매업,47412,여자용 겉옷 소매업,,,,,1,"업종코드: 523234
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 의복 소매업
업종 세세분류 및 활동명: 여자용 겉옷 소매업
연계 KSIC 11차 코드: 47412
연계 KSIC 11차 분류명: 여자용 겉옷 소매업"
523235,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,의복 소매업,한복 소매업,47415,한복 소매업,,,,,1,"업종코드: 523235
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 의복 소매업
업종 세세분류 및 활동명: 한복 소매업
연계 KSIC 11차 코드: 47415
연계 KSIC 11차 분류명: 한복 소매업"
523236,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,의복 소매업,가죽 및 모피 의복 소매업,47416,가죽 및 모피 의복 소매업,,,,,1,"업종코드: 523236
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 의복 소매업
업종 세세분류 및 활동명: 가죽 및 모피 의복 소매업
연계 KSIC 11차 코드: 47416
연계 KSIC 11차 분류명: 가죽 및 모피 의복 소매업"
523237,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,의복 소매업,기타 의복 소매업,47419,기타 의복 소매업,47419,기타 의복 소매업,1,,1,"업종코드: 523237
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 의복 소매업
업종 세세분류 및 활동명: 기타 의복 소매업
연계 KSIC 11차 코드: 47419
연계 KSIC 11차 분류명: 기타 의복 소매업
주요 연계 KSIC 코드: 47419
주요 연계 KSIC 분류명: 기타 의복 소매업"
523241,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,신발 소매업,신발 소매업,47430,신발 소매업,,,,"구두, 캐주얼화",1,"업종코드: 523241
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 신발 소매업
업종 세세분류 및 활동명: 신발 소매업
연계 KSIC 11차 코드: 47430
연계 KSIC 11차 분류명: 신발 소매업
세부설명: 구두, 캐주얼화"
523242,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,신발 소매업,신발 소매업,47430,신발 소매업,47430,신발 소매업,1,,1,"업종코드: 523242
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 신발 소매업
업종 세세분류 및 활동명: 신발 소매업
연계 KSIC 11차 코드: 47430
연계 KSIC 11차 분류명: 신발 소매업
주요 연계 KSIC 코드: 47430
주요 연계 KSIC 분류명: 신발 소매업"
523252,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,"섬유, 직물 및 의복 액세서리 소매업",의복 액세서리 및 모조 장신구 소매업,47422,의복 액세서리 및 모조 장신구 소매업,47422,의복 액세서리 및 모조 장신구 소매업,2,의복 액세서리,1,"업종코드: 523252
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 섬유, 직물 및 의복 액세서리 소매업
업종 세세분류 및 활동명: 의복 액세서리 및 모조 장신구 소매업
연계 KSIC 11차 코드: 47422
연계 KSIC 11차 분류명: 의복 액세서리 및 모조 장신구 소매업
주요 연계 KSIC 코드: 47422
주요 연계 KSIC 분류명: 의복 액세서리 및 모조 장신구 소매업
세부설명: 의복 액세서리"
523260,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,가방 및 기타 가죽제품 소매업,가방 및 기타 가죽제품 소매업,47440,가방 및 기타 가죽제품 소매업,47440,가방 및 기타 가죽제품 소매업,1,,1,"업종코드: 523260
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 가방 및 기타 가죽제품 소매업
업종 세세분류 및 활동명: 가방 및 기타 가죽제품 소매업
연계 KSIC 11차 코드: 47440
연계 KSIC 11차 분류명: 가방 및 기타 가죽제품 소매업
주요 연계 KSIC 코드: 47440
주요 연계 KSIC 분류명: 가방 및 기타 가죽제품 소매업"
523291,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,"섬유, 직물 및 의복 액세서리 소매업","섬유 원단, 실 및 기타 섬유제품 소매업",47429,"섬유 원단, 실 및 기타 섬유제품 소매업",,,,실,1,"업종코드: 523291
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 섬유, 직물 및 의복 액세서리 소매업
업종 세세분류 및 활동명: 섬유 원단, 실 및 기타 섬유제품 소매업
연계 KSIC 11차 코드: 47429
연계 KSIC 11차 분류명: 섬유 원단, 실 및 기타 섬유제품 소매업
세부설명: 실"
523292,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,"섬유, 직물 및 의복 액세서리 소매업",의복 액세서리 및 모조 장신구 소매업,47422,의복 액세서리 및 모조 장신구 소매업,47422,의복 액세서리 및 모조 장신구 소매업,2,모조 장신구,1,"업종코드: 523292
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 섬유, 직물 및 의복 액세서리 소매업
업종 세세분류 및 활동명: 의복 액세서리 및 모조 장신구 소매업
연계 KSIC 11차 코드: 47422
연계 KSIC 11차 분류명: 의복 액세서리 및 모조 장신구 소매업
주요 연계 KSIC 코드: 47422
주요 연계 KSIC 분류명: 의복 액세서리 및 모조 장신구 소매업
세부설명: 모조 장신구"
523311,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,가구 소매업,가구 소매업,47520,가구 소매업,,,,금속제가구,1,"업종코드: 523311
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 생활용품 소매업
업종 세분류: 가구 소매업
업종 세세분류 및 활동명: 가구 소매업
연계 KSIC 11차 코드: 47520
연계 KSIC 11차 분류명: 가구 소매업
세부설명: 금속제가구"
523312,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,가구 소매업,가구 소매업,47520,가구 소매업,47520,가구 소매업,1,,1,"업종코드: 523312
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 생활용품 소매업
업종 세분류: 가구 소매업
업종 세세분류 및 활동명: 가구 소매업
연계 KSIC 11차 코드: 47520
연계 KSIC 11차 분류명: 가구 소매업
주요 연계 KSIC 코드: 47520
주요 연계 KSIC 분류명: 가구 소매업"
523314,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,가구 소매업,가구 소매업,47520,가구 소매업,,,,가구 전문 판매 대리점(성실신고 회원),1,"업종코드: 523314
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 생활용품 소매업
업종 세분류: 가구 소매업
업종 세세분류 및 활동명: 가구 소매업
연계 KSIC 11차 코드: 47520
연계 KSIC 11차 분류명: 가구 소매업
세부설명: 가구 전문 판매 대리점(성실신고 회원)"
523321,G,도매 및 소매업,52,소매업; 자동차 제외,523,가전제품 및 정보 통신장비 소매업,5233,가전제품 소매업,가전제품 소매업,47320,가전제품 소매업,47320,가전제품 소매업,1,,1,"업종코드: 523321
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 가전제품 및 정보 통신장비 소매업
업종 세분류: 가전제품 소매업
업종 세세분류 및 활동명: 가전제품 소매업
연계 KSIC 11차 코드: 47320
연계 KSIC 11차 분류명: 가전제품 소매업
주요 연계 KSIC 코드: 47320
주요 연계 KSIC 분류명: 가전제품 소매업"
523323,G,도매 및 소매업,52,소매업; 자동차 제외,523,가전제품 및 정보 통신장비 소매업,5233,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",통신기기 소매업,47312,통신기기 소매업,,,,,1,"업종코드: 523323
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 가전제품 및 정보 통신장비 소매업
업종 세분류: 컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업
업종 세세분류 및 활동명: 통신기기 소매업
연계 KSIC 11차 코드: 47312
연계 KSIC 11차 분류명: 통신기기 소매업"
523330,G,도매 및 소매업,52,소매업; 자동차 제외,523,가전제품 및 정보 통신장비 소매업,5233,가전제품 소매업,가전제품 소매업,47320,가전제품 소매업,,,,가스렌지,1,"업종코드: 523330
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 가전제품 및 정보 통신장비 소매업
업종 세분류: 가전제품 소매업
업종 세세분류 및 활동명: 가전제품 소매업
연계 KSIC 11차 코드: 47320
연계 KSIC 11차 분류명: 가전제품 소매업
세부설명: 가스렌지"
523331,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,가구 소매업,가구 소매업,47520,가구 소매업,,,,싱크대,1,"업종코드: 523331
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 생활용품 소매업
업종 세분류: 가구 소매업
업종 세세분류 및 활동명: 가구 소매업
연계 KSIC 11차 코드: 47520
연계 KSIC 11차 분류명: 가구 소매업
세부설명: 싱크대"
523332,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업",47592,"주방용품 및 가정용 유리, 요업제품 소매업",47592,"주방용품 및 가정용 유리, 요업제품 소매업",1,,1,"업종코드: 523332
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 생활용품 소매업
업종 세분류: 그 외 기타 가정용품 소매업
업종 세세분류 및 활동명: 주방용품 및 가정용 유리, 요업제품 소매업
연계 KSIC 11차 코드: 47592
연계 KSIC 11차 분류명: 주방용품 및 가정용 유리, 요업제품 소매업
주요 연계 KSIC 코드: 47592
주요 연계 KSIC 분류명: 주방용품 및 가정용 유리, 요업제품 소매업"
523341,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,악기 소매업,47593,악기 소매업,,,,피아노,1,"업종코드: 523341
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 생활용품 소매업
업종 세분류: 그 외 기타 가정용품 소매업
업종 세세분류 및 활동명: 악기 소매업
연계 KSIC 11차 코드: 47593
연계 KSIC 11차 분류명: 악기 소매업
세부설명: 피아노"
523349,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,악기 소매업,47593,악기 소매업,47593,악기 소매업,1,기타악기,1,"업종코드: 523349
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 생활용품 소매업
업종 세분류: 그 외 기타 가정용품 소매업
업종 세세분류 및 활동명: 악기 소매업
연계 KSIC 11차 코드: 47593
연계 KSIC 11차 분류명: 악기 소매업
주요 연계 KSIC 코드: 47593
주요 연계 KSIC 분류명: 악기 소매업
세부설명: 기타악기"
523352,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,전기용품 및 조명장치 소매업,47591,전기용품 및 조명장치 소매업,,,,,1,"업종코드: 523352
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 생활용품 소매업
업종 세분류: 그 외 기타 가정용품 소매업
업종 세세분류 및 활동명: 전기용품 및 조명장치 소매업
연계 KSIC 11차 코드: 47591
연계 KSIC 11차 분류명: 전기용품 및 조명장치 소매업"
523361,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5233,"섬유, 직물 및 의복 액세서리 소매업",가정용 직물제품 소매업,47421,가정용 직물제품 소매업,,,,"커튼, 카페트",1,"업종코드: 523361
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 섬유, 직물 및 의복 액세서리 소매업
업종 세세분류 및 활동명: 가정용 직물제품 소매업
연계 KSIC 11차 코드: 47421
연계 KSIC 11차 분류명: 가정용 직물제품 소매업
세부설명: 커튼, 카페트"
523363,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5233,"섬유, 직물 및 의복 액세서리 소매업",가정용 직물제품 소매업,47421,가정용 직물제품 소매업,47421,가정용 직물제품 소매업,1,,1,"업종코드: 523363
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 섬유, 의복, 신발 및 가죽제품 소매업
업종 세분류: 섬유, 직물 및 의복 액세서리 소매업
업종 세세분류 및 활동명: 가정용 직물제품 소매업
연계 KSIC 11차 코드: 47421
연계 KSIC 11차 분류명: 가정용 직물제품 소매업
주요 연계 KSIC 코드: 47421
주요 연계 KSIC 분류명: 가정용 직물제품 소매업"
523370,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,47599,그 외 기타 분류 안된 가정용품 소매업,,,,"등세공품, 조물제품 및 기타 목제품, 고공품 및 돗자리, 죽세공품",1,"업종코드: 523370
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 생활용품 소매업
업종 세분류: 그 외 기타 가정용품 소매업
업종 세세분류 및 활동명: 그 외 기타 분류 안된 가정용품 소매업
연계 KSIC 11차 코드: 47599
연계 KSIC 11차 분류명: 그 외 기타 분류 안된 가정용품 소매업
세부설명: 등세공품, 조물제품 및 기타 목제품, 고공품 및 돗자리, 죽세공품"
523390,G,도매 및 소매업,52,소매업; 자동차 제외,523,가전제품 및 정보 통신장비 소매업,5233,가전제품 소매업,가전제품 소매업,47320,가전제품 소매업,,,,전기식 정수기,1,"업종코드: 523390
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 가전제품 및 정보 통신장비 소매업
업종 세분류: 가전제품 소매업
업종 세세분류 및 활동명: 가전제품 소매업
연계 KSIC 11차 코드: 47320
연계 KSIC 11차 분류명: 가전제품 소매업
세부설명: 전기식 정수기"
523391,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,47599,그 외 기타 분류 안된 가정용품 소매업,47599,그 외 기타 분류 안된 가정용품 소매업,1,,1,"업종코드: 523391
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 생활용품 소매업
업종 세분류: 그 외 기타 가정용품 소매업
업종 세세분류 및 활동명: 그 외 기타 분류 안된 가정용품 소매업
연계 KSIC 11차 코드: 47599
연계 KSIC 11차 분류명: 그 외 기타 분류 안된 가정용품 소매업
주요 연계 KSIC 코드: 47599
주요 연계 KSIC 분류명: 그 외 기타 분류 안된 가정용품 소매업"
523411,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업",철물 및 난방용구 소매업,47511,철물 및 난방용구 소매업,47511,철물 및 난방용구 소매업,2,철물,1,"업종코드: 523411
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 생활용품 소매업
업종 세분류: 철물, 공구, 창호 및 건설자재 소매업
업종 세세분류 및 활동명: 철물 및 난방용구 소매업
연계 KSIC 11차 코드: 47511
연계 KSIC 11차 분류명: 철물 및 난방용구 소매업
주요 연계 KSIC 코드: 47511
주요 연계 KSIC 분류명: 철물 및 난방용구 소매업
세부설명: 철물"
523412,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업",철물 및 난방용구 소매업,47511,철물 및 난방용구 소매업,47511,철물 및 난방용구 소매업,2,난방용구,1,"업종코드: 523412
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 생활용품 소매업
업종 세분류: 철물, 공구, 창호 및 건설자재 소매업
업종 세세분류 및 활동명: 철물 및 난방용구 소매업
연계 KSIC 11차 코드: 47511
연계 KSIC 11차 분류명: 철물 및 난방용구 소매업
주요 연계 KSIC 코드: 47511
주요 연계 KSIC 분류명: 철물 및 난방용구 소매업
세부설명: 난방용구"
523413,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업",공구 소매업,47512,공구 소매업,,,,농업용,1,"업종코드: 523413
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 생활용품 소매업
업종 세분류: 철물, 공구, 창호 및 건설자재 소매업
업종 세세분류 및 활동명: 공구 소매업
연계 KSIC 11차 코드: 47512
연계 KSIC 11차 분류명: 공구 소매업
세부설명: 농업용"
523421,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업",47519,"페인트, 창호 및 기타 건설자재 소매업",,,,페인트,1,"업종코드: 523421
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 생활용품 소매업
업종 세분류: 철물, 공구, 창호 및 건설자재 소매업
업종 세세분류 및 활동명: 페인트, 창호 및 기타 건설자재 소매업
연계 KSIC 11차 코드: 47519
연계 KSIC 11차 분류명: 페인트, 창호 및 기타 건설자재 소매업
세부설명: 페인트"
523422,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업",47592,"주방용품 및 가정용 유리, 요업제품 소매업",,,,가정용 유리제품,1,"업종코드: 523422
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 생활용품 소매업
업종 세분류: 그 외 기타 가정용품 소매업
업종 세세분류 및 활동명: 주방용품 및 가정용 유리, 요업제품 소매업
연계 KSIC 11차 코드: 47592
연계 KSIC 11차 분류명: 주방용품 및 가정용 유리, 요업제품 소매업
세부설명: 가정용 유리제품"
523491,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업",47519,"페인트, 창호 및 기타 건설자재 소매업",,,,시멘트,1,"업종코드: 523491
업종 대분류: 도매 및 소매업
업종 중분류: 소매업; 자동차 제외
업종 소분류: 기타 생활용품 소매업
업종 세분류: 철물, 공구, 창호 및 건설자재 소매업
업종 세세분류 및 활동명: 페인트, 창호 및 기타 건설자재 소매업
연계 KSIC 11차 코드: 47519
연계 KSIC 11차 분류명: 페인트, 창호 및 기타 건설자재 소매업
세부설명: 시멘트"
